"ID","EjBetalat","LanPerManad","TotaltLan","Fastighetsvarde","ArPaArbete","NBetAnmark","NForsenBetal","KreditAlder","Nkreditprovningar","Nkrediter","KvotKreditInk","AnledningID","ArbeteID"
2613,0,15000,26284,40908,20,0,1,198.8312037,1,16,32.0123923,1,4
2614,0,15000,5627,64962,0,0,0,341.5020847,0,6,39.9967104,1,5
2615,0,15000,46867,67529,7,0,0,133.7875809,3,48,31.48646083,1,3
2616,0,15000,73187,111623,4,0,0,98.13989368,2,14,36.23723367,1,3
2617,0,15000,65584,92582,10,0,0,82.94897322,2,10,34.3172408,1,3
2618,0,15000,73760.82,68020,1,0,0,179.7663,0,0,1.920694367,1,3
2619,0,15000,27954,79333,8.922268,0,0,256.0038054,1,49,42.58194893,2,3
2620,0,15000,84832,107207,19,0,0,124.4505323,4,23,28.55818348,2,3
2621,0,15000,89165,106392,12,0.25457,2,166.085018,0,17,35.0331025,1,5
2622,0,15000,44623,72225,1,0,0,268.4203579,0,21,28.13158042,1,3
2623,0,15100,140193,176342,11,0,0,248.1884191,0,20,30.0801582,1,1
2624,0,15100,81461,93548,2,0,0,160.1036,0,22,41.00736353,1,3
2625,1,15100,45351,65481,4,0,0,91.71529252,9,18,39.07015305,1,3
2626,0,15100,73760.82,53238,8.922268,0.25457,0,350.9611645,1.186055,16,34.05584767,1,3
2627,0,15100,73505,109656,5,0,0,81.96415129,2,13,36.46121054,1,3
2628,0,15100,72645,106343,5,0,0,80.77214991,2,13,34.47559678,1,3
2629,0,15100,49533,63607,2,0,0,180.5232928,0,14,36.37718295,1,3
2630,0,15100,68043,80686,4,0,0,119.6724909,1,20,21.41822746,1,2
2631,0,15100,73760.82,57940,0,0,0,86.89492992,1,8,38.85034854,1,2
2632,0,15100,96763,114896,2,0,0,144.52965,0,21,36.37170403,2,2
2633,1,15100,54000,77542,13,1,1,122.5666667,1,26,33.77992,2,4
2634,0,15100,73760.82,65961,0,0,0,179.7663,0,0,1.603507978,1,3
2635,0,15100,38549,59853,5,0,0,104.1832473,2,9,29.14186281,1,3
2636,1,15100,73760.82,101776,0,0,0,179.7663,0,0,33.77992,1,3
2637,0,15100,60264,87110,5,0,0,111.399385,0,13,26.06204325,2,4
2638,0,15100,53549,99812,4,0,0,127.1221472,2,21,37.95710367,1,4
2639,0,15100,44959,68483,27,1,0,279.9479886,1,17,37.18094785,1,1
2640,0,15100,101378,143229,12,0,0,129.5373152,4,21,36.77621277,2,4
2641,0,15100,45579,54065,8.922268,0,0,79.75739031,0,15,41.44733187,1,3
2642,0,15100,26196,45657,9,0,0,86.71659339,1,12,29.32175447,2,3
2643,0,15100,127045,163833,4,0,0,135.9752767,0,21,25.86181234,1,2
2644,0,15100,44700,76456,5,0,0,134.5043482,0,9,29.38399653,1,1
2645,0,15100,39679,62674,5,1,0,95.59910085,1,9,28.50559056,1,3
2646,0,15100,73760.82,32289,13,0.25457,0,81.95405483,1,9,33.53470838,1,3
2647,0,15100,81298,108947,9,0,0,194.4434656,1,35,42.24594074,1,4
2648,0,15100,73760.82,98114,8.922268,0,0,198.0753807,1,10,31.54584266,1,3
2649,1,15200,58000,77000,0.9,1,0,127.8666667,3,26,33.77992,1,3
2650,0,15200,5076,66536,2,0,0,323.1020042,0,5,40.25292875,1,5
2651,0,15200,44414,60098,4,1,0,105.749642,2,9,27.37526941,1,3
2652,0,15200,59544,86360,5,0,0,120.1367083,0,12,27.61633383,2,4
2653,0,15200,87116,105971,21,0,0,147.9466798,4,24,27.96155021,2,3
2654,0,15200,47453,73068,20,0,0,196.6996956,0,16,22.38385656,1,4
2655,0,15200,137128,184660,11,0,0,254.3560201,0,21,28.81503564,1,1
2656,0,15200,102925,114520,3,0,0,137.3893727,0,22,36.44647661,2,2
2657,0,15200,85303,131022,14,0,0,295.495733,0,18,29.60992004,1,4
2658,0,15200,49428,62696,27,0,0,265.3953128,1,16,38.50079645,1,1
2659,0,15200,69320,89644,11,0,0,91.74348238,2,11,31.11492975,1,3
2660,0,15200,73760.82,67103,1,0,0,179.7663,0,0,3.688958496,1,3
2661,1,15200,105328,113931,3,0,0,138.1335045,2,32,61.89063458,2,4
2662,0,15200,47200,74510,17,0,0,174.5215618,0,23,41.86337612,1,4
2663,0,15200,20005,39605,8,0,0,96.73490299,0,10,21.74161074,1,1
2664,0,15200,142766,177998,12,0,0,260.3834391,0,21,27.53327222,1,1
2665,1,15200,96341,118734,1,1,0,90.7327804,1,26,39.14005597,1,3
2666,0,15200,34854,63519,6,0,0,275.4796976,0,15,20.78514557,1,4
2667,0,15200,41049,50892,1,0,0,276.1673578,1,34,38.37983372,1,4
2668,0,15200,43961,62171,8.922268,0,0,124.8068459,1,18,39.58005434,1,3
2669,0,15200,90108,118941,2,0,2,170.9389426,0,25,41.15750106,2,1
2670,0,15200,40341,58834,8.922268,0,0,100.0144552,0,15,41.1026769,1,3
2671,0,15200,7879,95124,13,0,1,270.2858992,0,22,29.16014082,2,3
2672,0,15200,65000,92000,1,0,0,152.1333333,4,20,33.77992,1,2
2673,0,15200,102699,121925,2,0,0,155.9201487,0,22,36.74563904,2,2
2674,0,15200,73760.82,100320,8.922268,0,0,190.256476,0,9,33.79999228,1,3
2675,0,15200,77636,95682,10,1,1,335.8413218,1.186055,41,37.98254375,1,4
2676,0,15200,71233,84439,1,0,0,242.9833214,2,26,32.21005036,1,3
2677,0,15200,8723,66817,0,0,0,309.5026335,0,5,37.7638359,1,5
2678,0,15200,64028,95482,2,0,0,174.1643955,0,24,24.86160353,1,2
2679,0,15200,53433,114245,2,0.25457,3,155.3674866,1,24,36.95461516,2,2
2680,0,15200,59745,81269,8,0.25457,0,179.7663,1.186055,21.2961,26.98558122,1,3
2681,0,15300,65298,94301,1,0,0,150.4998679,4,19,31.35764214,1,2
2682,0,15300,22057,44461,1,0,0,210.2754761,0,16,40.43225224,1,2
2683,0,15300,22079,168281,8,0,0,301.4910256,0,27,27.7711227,2,6
2684,0,15300,57840,86903,0,0,0,110.8272244,4,11,38.82617752,1,3
2685,0,15300,14695,48095,1,0,0,301.6576657,0,16,19.01244637,1,4
2686,0,15300,83039,99630,8,1,2,354.4602994,1.186055,42,38.26595101,1,4
2687,0,15300,73760.82,92320,28,0,0,325.9984486,0,15,15.33556026,1,2
2688,0,15300,62094,96938,9,0,0,179.7663,0,15,25.40714251,1,4
2689,0,15300,82439,99896,1,0,0,281.2003291,1,21,39.4088714,1,4
2690,0,15300,83004,121108,8.922268,0.25457,0,179.7663,1.186055,21.2961,36.82339319,1,3
2691,0,15300,39065,54970,8.922268,0,0,73.75669023,0,15,41.82308472,1,3
2692,0,15300,79541,94973,5,2,0,76.2075921,0,20,22.90250662,1,3
2693,0,15300,81500,102000,3.5,0,0,123.7666667,1,25,33.77992,2,4
2694,0,15300,101000,112500,1,0,0,129.8666667,2,21,33.77992,1,3
2695,0,15300,42100,65000,7,0,0,95.33333333,3,15,33.77992,1,3
2696,1,15300,21383,38480,20,0,1,182.6,4,31,33.77992,2,1
2697,1,15300,96700,101776,5,0,1,225.1666667,0,24,33.77992,2,3
2698,0,15300,101311,113253,0,0,0,140.0757712,1,21,40.66746229,1,3
2699,0,15300,127172,156578,8.922268,0,0,213.2860218,0,19,36.29035353,1,1
2700,0,15300,88251,103063,18,0,0,127.5661883,3,23,28.17177747,2,3
2701,0,15300,59083,96073,8,0,0,194.0054866,0,19,20.48797965,1,4
2702,0,15300,109767,117552,0,0,0,125.9425923,0,30,37.68939304,1,4
2703,0,15300,54412,95123,6,0,0,134.2426479,2,22,35.08572068,1,4
2704,0,15300,53736,102094,0,0,2,33.44969444,1,10,40.1048096,2,3
2705,0,15300,73760.82,53184,1,0,0,81.62597086,1,9,39.00782276,1,2
2706,0,15300,84989,98781,8.922268,0,0,184.5457457,0,25,43.0169776,2,2
2707,0,15300,33113,57991,4,0,0,122.5788363,1,16,40.56988842,1,3
2708,0,15300,24025,42722,2,0,0,207.962141,0,15,37.1228372,1,2
2709,1,15300,78375,108175,6,1,0,82.10483648,0,20,22.50324916,2,3
2710,0,15300,77069,104534,0,0,0,276.9242472,2,21,39.24459953,1,4
2711,1,15300,49421,67343,4,0,0,57.92941509,6,22,42.92961419,1,3
2712,0,15400,103934,113696,4,0,0,265.5863519,1,34,26.75040396,1,2
2713,0,15400,32131,47338,9,0,0,93.3731422,1,11,31.40918636,2,3
2714,0,15400,100848,129454,10,0,0,174.8965192,2,31,28.06559087,2,4
2715,0,15400,48275,69427,17,0,0,202.5462196,0,15,23.16004059,1,4
2716,0,15400,32855,69663,7,0,0,256.2275509,1,16,23.3103728,1,4
2717,0,15400,10074,57135,4,0,0,310.3667568,0,16,17.60120617,1,4
2718,0,15400,50402,65561,25,0,0,282.6229052,0,16,38.09790247,1,1
2719,1,15400,180017,206148,2,0,2,196.0336579,1,49,36.41734258,1,1
2720,0,15400,59518,91172,2,0,0,159.0035106,0,25,24.9904907,1,2
2721,1,15400,63456,96794,3,0,0,85.52936247,0,28,37.362645,1,4
2722,0,15400,25822,43334,1,0,0,211.0166419,0,15,40.52940513,1,2
2723,0,15400,104451,119195,5,0,0,264.7616522,0,34,29.96327278,1,2
2724,0,15400,58085,91192,10,0,0,191.344217,0,19,21.36431232,1,4
2725,0,15400,73760.82,43899,0,0,0,324.5517413,1,9,27.77956059,2,3
2726,0,15400,34574,69751,6,0,0,254.0561961,1,16,22.72101357,1,4
2727,0,15400,110900,126400,16,0,0,179.5666667,1,18,33.77992,1,3
2728,0,15400,47749,74451,3,0,0,133.8993123,1,8,27.92203478,1,1
2729,0,15400,73760.82,55421,2,0,0,81.27851127,2,9,38.72389503,1,2
2730,0,15400,73793,86176,2,1,0,229.3693761,3,26,30.95851999,1,3
2731,0,15400,30703,57184,10,0,0,122.8043265,0,10,18.15090215,2,3
2732,0,15400,28669,43078,14,1,0,108.1988949,1,17,24.67417485,1,1
2733,0,15400,101981,145125,3,0.25457,0,105.5525696,3,15,32.6994401,1,2
2734,0,15400,7839,48276,4,0,0,315.1783185,0,16,18.30195947,1,4
2735,0,15400,39452,56834,7,1,0,120.0565557,1,15,39.90893415,1,3
2736,0,15400,50121,67755,3,0,0,168.748032,0,14,37.56086276,1,3
2737,1,15500,57993,82248,10,0,0,173.0729685,0,16,32.14246898,1,3
2738,0,15500,56206,137388,2,0,0,275.5235464,4,42,39.74429871,1,3
2739,0,15500,158506,179499,8,0.25457,0,195.6860259,4,26,40.73934639,1,4
2740,0,15500,59316,80837,1,0,0,126.9127232,3,11,35.90146304,1,3
2741,0,15500,127793,158580,8.922268,0,0,229.3450754,0,19,39.50968107,1,1
2742,0,15500,36650,62963,6,0,0,260.8567886,0,16,24.29905935,1,4
2743,0,15500,74761,92729,9,0,1,339.0892634,1.186055,42,37.47461725,1,4
2744,0,15500,25448,39188,3,0,0,215.5924991,0,16,38.97511499,1,2
2745,0,15500,93730,106841,13,0.25457,1,132.8205709,0,18,33.29297369,1,5
2746,0,15500,88929,115249,0,0,2,156.130914,0,34,32.0338704,1,4
2747,0,15500,79185,88693,19,0,0,244.2078401,10,23,36.33936235,1,1
2748,0,15500,98646,115669,13,0,0,177.5489659,0,26,33.350529,1,3
2749,0,15500,71412,93723,19,0,0,238.5013159,11,24,35.96589821,1,1
2750,0,15500,97596,119326,0,0.25457,3,254.7077326,1,30,40.98730093,1,2
2751,0,15500,52051,88200,30,0,0,211.0666667,0,22,33.77992,1,2
2752,1,15500,48100,67000,15,0.25457,0,179.7663,1.186055,21.2961,33.77992,1,3
2753,1,15500,26452,43900,21,1,2,215.0666667,0,19,33.77992,1,1
2754,1,15500,38900,60500,8,7,4,95.9,2,53,33.77992,1,3
2755,0,15500,28269,52822,9,0,0,120.6109212,1,9,18.18289191,2,3
2756,0,15500,25751,43531,0,0,0,213.3592817,0,16,37.79499193,1,2
2757,0,15500,46846,70082,7,0,0,152.1680601,2,12,30.13149723,1,4
2758,0,15500,46125,63276,27,0,0,298.476411,0,16,39.30720132,1,1
2759,1,15500,54653,73117,13,0.25457,0,179.7663,1.186055,21.2961,29.54185091,1,3
2760,0,15500,20800,173566,6,0,0,292.0341855,0,26,25.56288193,2,6
2761,1,15500,82054,104627,3,0,0,9.048515086,1,35,60.64575626,1,5
2762,0,15500,116543,133986,17,0,0,164.6813583,1,18,37.57081963,1,3
2763,0,15500,17727,39746,1,0,0,204.0958698,0,16,40.66018644,1,2
2764,0,15500,96426,122322,12,0,0,226.2845243,0,12,40.86810919,1,2
2765,0,15600,73760.82,66837,9,0,0,94.69068521,0,15,26.32256955,1,3
2766,0,15600,83758,106992,3,0,0,127.6658177,1,24,39.01451939,2,4
2767,0,15600,102572,112721,3,0,1,271.270791,0,33,29.63441489,1,2
2768,0,15600,49151,62005,4,0,0,185.653088,0,14,36.02110045,1,3
2769,0,15600,102881,117868,11,0,0,287.4411309,2,19,31.75987679,1,3
2770,0,15600,104458,137583,1,0,0,280.789801,0,46,41.23523649,1,3
2771,0,15600,27599,47615,10,0,0,90.3276282,1,12,29.67474957,2,3
2772,0,15600,75701,106389,0,0,0,278.6803944,2,21,40.10825906,1,4
2773,0,15600,62622,106824,9,0,0,261.0214154,0,11,34.97887956,2,4
2774,0,15600,76724,96942,0,1,0,157.4109509,1,18,34.23989502,1,3
2775,0,15600,89312,110431,2,0,0,110.4299504,1,25,39.2128036,2,4
2776,0,15600,105959,121747,0,0,0,120.5331314,2,21,39.29481281,1,3
2777,0,15600,58728,92443,6,0,0,128.0295993,0,13,28.48485856,2,4
2778,1,15600,74156,101136,11,0,3,107.3884676,0,24,27.69600093,1,1
2779,1,15600,63500,80000,0.2,3,0,104.5666667,2,20,33.77992,1,5
2780,0,15600,92789,123455,13,0,0,176.7349322,0,26,36.54427311,1,3
2781,0,15600,68056,103179,7,0,0,263.3894092,1,12,37.1830778,2,4
2782,0,15600,47537,66581,7,0,1,116.6148587,3,48,30.37280108,1,3
2783,1,15600,62582,131510,2,0,2,122.6040529,1,17,38.5882224,1,6
2784,0,15600,51990,141518,1,0,0,272.5030662,3,43,39.30182319,1,3
2785,1,15700,53443,77704,2,0,5,73.08753889,0,16,45.19549587,1,2
2786,0,15700,80200,88545,21,0,0,242.6003878,10,24,36.29703312,1,1
2787,0,15700,64625,93272,0,0,0,178.8913882,0,24,23.74406826,1,2
2788,0,15700,64793,99157,22,0,0,244.7316735,1,23,38.32818888,2,4
2789,0,15700,135886,181894,10,0,0,247.9650654,0,21,30.32639892,1,1
2790,0,15700,75764,97122,5,2,0,70.72519735,0,21,24.43178961,1,3
2791,0,15700,35873,52800,10,0,0,128.2359137,0,10,20.95025208,2,3
2792,0,15700,46423,72198,0,0.25457,2,267.4388553,1,10,36.52931958,1,3
2793,0,15700,48093,65686,3,0,0,149.9063788,1,12,30.48636123,1,4
2794,0,15700,111367,127421,16,0,0,184.2348073,1,18,41.03530607,1,3
2795,1,15700,149305,101776,25,0,2,382.8588359,0,71,38.22834475,1,4
2796,0,15700,85384,101302,1,0,0,128.286247,0,22,41.56998354,1,3
2797,0,15700,95128,122248,10,0,0,171.0217817,0,27,36.33260042,1,3
2798,0,15700,73760.82,28198,12,0.25457,0,87.62052637,2,9,32.44547552,1,3
2799,0,15700,79346,93472,19,0,0,244.476057,11,23,33.19641246,1,1
2800,0,15700,64185,84000,0.2,2,2,112.0333333,2,26,33.77992,1,3
2801,1,15700,60316,80000,0.2,1,0,85.2,1,23,33.77992,1,1
2802,1,15700,83761,125860,1,0,0,179.7663,0,0,33.77992,2,3
2803,0,15700,16804,34294,9,0,0,131.7734232,0,10,23.97970277,1,1
2804,0,15700,122646,204282,2,0,0,201.9237078,0,17,26.31831366,1,3
2805,0,15700,87754,103045,21,0,0,147.450177,4,23,29.18174264,2,3
2806,0,15700,73760.82,54557,2,0,0,93.04453952,2,8,41.25598551,1,2
2807,0,15700,99618,131710,5,0.25457,0,236.6809468,2,41,37.86554654,1,1
2808,0,15700,81709,111127,4,0,0,123.6244484,0,25,37.5606476,2,4
2809,0,15700,40314,60640,25,0,0,255.5274603,0,13,22.54068012,2,3
2810,0,15700,46124,67964,6,0,0,155.7547891,2,12,28.79791858,1,4
2811,0,15700,74587,93180,19,0,0,263.1591633,10,24,35.40441453,1,1
2812,0,15700,58410,89082,29,0,0,211.8056744,0,21,31.05837251,1,2
2813,1,15700,53478,68885,5,0,0,83.69551611,5,17,40.34992999,1,3
2814,0,15700,83830,122719,8.922268,0.25457,0,179.7663,1.186055,21.2961,35.16514615,1,3
2815,0,15800,91095,109401,12,0.25457,1,154.3601832,0,17,33.52627067,1,5
2816,0,15800,51281,144202,1,0,0,285.9978979,4,43,41.5380511,1,3
2817,0,15800,9407,60165,1,0,0,310.6584211,0,5,40.0513062,1,5
2818,0,15800,61073,90897,8,0,0,208.5007559,0,20,23.03574584,1,4
2819,0,15800,25344,79736,8.922268,0,0,249.9837678,0,50,42.43556267,2,3
2820,0,15800,73760.82,30395,12,0.25457,0,85.27403354,2,8,33.56526399,1,3
2821,0,15800,89765,111792,1,0,2,143.3555312,1,34,33.05883512,1,4
2822,0,15800,73760.82,44144,0,0,0,315.8126317,1,9,25.65038413,2,3
2823,1,15800,58100,83000,2,1,1,284.0666667,4,27,33.77992,1,4
2824,1,15800,73760.82,58995,1,2,3,194.9870881,1,45,52.20316451,2,3
2825,1,15800,104913,121214,2,0,0,134.0038302,0,21,44.91516055,1,4
2826,0,15800,51163,157644,19,0,0,239.2247894,0,28,20.74752052,1,4
2827,0,15800,101246,142340,2,0.25457,0,109.2939326,2,16,33.77082855,1,2
2828,0,15800,78905,97628,0,0,0,152.1711375,0,23,42.21828222,1,3
2829,1,15800,74815,89721,16,0,0,179.7663,0,0,37.98450463,1,1
2830,0,15800,24939,39285,2,0,0,209.0374415,0,16,38.88812837,1,2
2831,0,15800,103537,111139,3,0,1,252.2677576,1,34,27.67406396,1,2
2832,0,15800,102552,138171,13,0,0,116.7631844,4,21,35.11315049,2,4
2833,0,15800,58388,100944,0,0,3,51.52514753,1,10,39.86252014,2,3
2834,0,15800,73760.82,96579,28,0,0,328.2104926,0,15,12.1535212,1,2
2835,0,15800,71820,89739,0,1,1,122.9555871,1,25,33.51907044,1,3
2836,0,15800,94363,128434,4,0.25457,0,241.7361259,2,42,39.22189168,1,1
2837,0,15800,41661,80457,3,0,1,137.3175078,0,8,27.43409485,1,1
2838,0,15800,73760.82,96642,26,0,0,335.1546882,0,16,12.70693798,1,2
2839,0,15800,20665,43790,8,0,0,108.4139366,0,11,22.82689244,1,1
2840,1,15800,42504,64847,8.922268,0,0,120.738013,2,18,36.83445755,2,3
2841,0,15800,46716,60231,3,0,0,191.3237369,0,13,28.05360448,1,3
2842,1,15800,69928,101776,23,0,3,82.44398559,1,14,32.32726246,1,3
2843,0,15800,74575,95815,7,2,0,69.5813481,0,21,24.10872688,1,3
2844,0,15900,95120,114674,4,0,1,278.8920593,0,34,28.23229678,1,2
2845,0,15900,46731,71521,18,0,0,192.1442355,0,22,40.36176991,1,4
2846,0,15900,96854,156450,1,0,0,212.6660046,0,19,40.21338458,1,1
2847,0,15900,65827,97935,1,0,0,160.4169586,4,20,32.60020273,1,2
2848,0,15900,52012,105877,0,0,2,50.53156169,1,10,40.39225654,2,3
2849,0,15900,50715,70467,0,0.25457,1,285.3869287,0,10,36.05038237,1,3
2850,0,15900,49516,105352,0,0,2,54.43732562,0,9,40.27060762,2,3
2851,0,15900,94108,113888,2,0,0,140.5100538,0,21,36.31878818,2,2
2852,0,15900,38514,50309,6,1,0,101.8261423,1,16,38.87780838,1,3
2853,0,15900,79660,96393,4,2,0,84.205779,1,21,22.1131931,1,3
2854,0,15900,102564,120724,0,0,0,125.8340702,0,30,37.99377578,1,4
2855,0,15900,38860,68912,9,0,0,250.9275029,1,16,22.17526323,1,4
2856,0,15900,101412,119751,9,0,0,299.953098,2,18,30.1768704,1,3
2857,0,15900,97478,120514,1,0.25457,3,264.2609164,1,29,41.84027524,1,2
2858,0,15900,48563,64679,4,0,0,156.1013809,2,12,27.80854709,1,4
2859,0,15900,42623,66458,4,0,0,146.8278924,1,12,30.28912983,1,4
2860,0,15900,69548,89775,1,0,0,230.6730803,2,25,30.10831743,1,3
2861,1,15900,43830,59530,4.6,1,0,148.1333333,1,27,33.77992,1,3
2862,1,15900,89500,104200,15,0,3,183.6333333,0,37,33.77992,1,4
2863,0,15900,107336,120451,1,0,0,123.4655194,2,21,37.99240801,1,3
2864,0,15900,112973,129878,17,0,0,179.1340086,0,17,39.19202587,1,3
2865,1,15900,101337,101776,4,0,0,235.6274023,0,23,20.72337565,2,3
2866,0,15900,68304,92271,1,1,2,113.2284034,2,25,32.88184693,1,3
2867,0,15900,68079,90212,8.922268,0,0,304.2447551,0,19,30.42200388,2,3
2868,0,15900,71841,96424,10,0.25457,0,111.4372511,0,11,36.95496961,2,2
2869,0,15900,88000,109500,7,0,0,138,2,21,33.77992,1,4
2870,0,15900,58518,82095,10,0,2,177.24778,0,14,28.81879312,2,4
2871,0,15900,90017,114267,8,0,0,205.2183293,2,36,41.23051218,1,4
2872,0,15900,19639,171350,8,0,0,311.3103604,0,26,26.87672986,2,6
2873,0,15900,94078,118359,13,0,0,125.5519994,1,8,37.78182264,1,3
2874,0,15900,16744,52234,3,0,0,288.4159495,0,16,17.45222743,1,4
2875,0,16000,56295,77146,0,0,0,190.3964069,0,24,31.73703429,1,2
2876,0,16000,73760.82,51792,8.922268,0.25457,0,340.6849684,1.186055,17,30.61151879,1,3
2877,0,16000,71861,95315,24,0,0,241.412515,1,23,35.4747731,2,4
2878,0,16000,32918,52482,3,0,0,259.5710207,0,34,40.347344,1,4
2879,0,16000,74459,103255,6,3,0,72.8645904,1,21,24.93522997,1,3
2880,0,16000,20648,167020,5,0,0,315.4665656,0,26,25.91297601,2,6
2881,0,16000,82097,100225,0,0,0,129.3745132,0,22,39.8272172,1,3
2882,0,16000,133193,160919,8.922268,0,0,223.3385211,0,18,37.3015175,1,1
2883,0,16000,88093,106943,7,0,0,207.2028505,1,36,42.5730795,1,4
2884,1,16000,20000,60000,11,0,0,51.03333333,0,9,33.77992,2,3
2885,0,16000,31000,54000,16,0,0,110.6,1,18,33.77992,1,3
2886,0,16000,101000,130000,7.5,0,0,102.5,0,14,33.77992,1,4
2887,0,16000,62200,89200,1.9,0,0,176.5333333,1,31,33.77992,1,3
2888,0,16000,90900,152300,5,0,0,102.5,0,17,33.77992,2,4
2889,0,16000,42000,63400,3.5,0,0,123.8,0,18,33.77992,2,2
2890,0,16000,38600,57822,17,0,0,276.9666667,0,22,33.77992,1,3
2891,0,16000,96000,160050,8.922268,1,0,260.7666667,1.186055,24,33.77992,1,3
2892,0,16000,65000,91000,0.2,0,0,85.23333333,0,17,33.77992,1,1
2893,0,16000,16300,128200,10,0,0,366.2666667,1,10,33.77992,1,3
2894,1,16000,69322,106189,2,1,1,238.4,0,31,33.77992,2,4
2895,1,16000,83200,101776,0.6,0,0,318.5666667,9,27,33.77992,1,4
2896,1,16000,88238,117500,4,0,3,176.4666667,5,34,33.77992,1,3
2897,1,16000,50000,71130,2.5,0,0,189.7,0,22,33.77992,1,4
2898,1,16000,70000,87400,18,0.25457,3,145.8666667,3,18,33.77992,1,2
2899,0,16000,63005,90908,8.922268,0,0,295.1152504,0,20,29.01487651,2,3
2900,0,16000,73760.82,33382,13,0.25457,0,84.93118132,1,9,33.72078338,1,3
2901,0,16000,98338,115759,8,0,0,296.0762618,1,19,30.06273571,1,3
2902,0,16000,84505,108652,30,0.25457,1,332.385736,2,48,33.74218195,1,2
2903,0,16000,71670,84124,10,0,0,81.59612884,3,12,32.94889897,1,3
2904,0,16000,52546,63837,7,0,1,122.1963249,2,49,30.14326133,1,3
2905,0,16000,77067,94613,5,0,0,207.4133904,3,18,41.05898907,1,3
2906,0,16000,73760.82,46140,8.922268,0.25457,0,344.580126,1.186055,16,31.64081278,1,3
2907,0,16000,85228,91519,8.922268,0,0,162.7712009,0,26,43.58388253,2,2
2908,0,16000,62973,87698,1,0,0,156.4281155,0,24,23.57080084,1,2
2909,0,16000,140979,181166,9,0,0,236.7071183,0,21,27.84133988,1,1
2910,0,16000,57944,89778,2,0,0,135.6060779,0,12,25.72579366,2,4
2911,0,16000,65901,85627,5,0,0,117.3570325,0,20,21.44534142,1,2
2912,0,16000,66395,85782,1,2,1,99.51921755,1,25,33.20696963,1,3
2913,0,16000,69861,87086,7,0,0,205.3280458,2,18,43.43633435,1,3
2914,1,16100,49371,77400,3,2,2,214.0603762,1,51,44.21676389,1,2
2915,0,16100,76644,103192,5,2,0,76.07793545,0,20,24.18793386,1,3
2916,0,16100,94089,159427,6,0,0,101.9604601,0,16,35.99497953,2,4
2917,1,16100,73760.82,30695,11,0,1,64.33574112,2,2,29.23301484,2,3
2918,0,16100,63798,91045,8.922268,0,0,298.2107312,0,19,30.96164513,2,3
2919,0,16100,59734,93756,31,0,0,210.1589374,0,21,32.59621956,1,2
2920,0,16100,99844,114647,11,0,0,169.983556,0,27,33.52327854,1,3
2921,0,16100,107758,124610,0,0,0,129.1788981,0,29,34.2115674,1,4
2922,0,16100,45973,64430,3,0,0,117.0737532,0,17,33.8247164,2,2
2923,0,16100,63152,85097,5,0,0,102.4008978,1,20,24.17553291,1,2
2924,0,16100,76981,106014,0,0,0,269.3426287,1,21,39.79911228,1,4
2925,1,16100,33209,52000,8,0,0,91.3,1,15,33.77992,1,3
2926,1,16100,61712,82649,12,0,0,94.6451236,0,9,27.5488312,1,3
2927,0,16100,105719,116491,1,0,0,117.8736121,2,20,38.7636997,1,3
2928,0,16100,47198,79384,1,0.25457,1,297.4825046,1,9,36.73611367,1,3
2929,0,16100,41379,57862,17,0,0,282.0062894,0,21,30.7084874,1,3
2930,0,16100,54715,71673,1,0,0,186.2158287,0,25,29.67050636,1,2
2931,0,16100,49244,65523,2,0,0,110.2198934,0,17,31.00152371,2,2
2932,0,16100,73760.82,29725,11,0.25457,0,85.95153044,2,8,33.49604656,1,3
2933,0,16100,26276,168105,7,0,0,336.1984645,0,26,25.99181995,2,6
2934,0,16100,51041,72749,8,0,0,90.32595067,2,15,43.89773033,1,3
2935,0,16100,72942,99544,5,2,0,54.94567887,1,20,23.28293339,1,3
2936,0,16100,81145,92943,8,1,2,343.4989168,1.186055,41,37.55797663,1,4
2937,0,16100,68905,91572,3,0,0,165.4571246,0,25,24.92011999,1,2
2938,0,16200,43794,69458,2,0,0,140.5029163,0,18,31.10952867,2,2
2939,0,16200,25329,37433,21,1,0,207.1595475,2,16,32.71808803,1,4
2940,0,16200,104896,137950,2,0.25457,0,112.2830944,2,15,32.76133796,1,2
2941,0,16200,62258,92595,2,0,0,177.8542195,0,25,22.21960047,1,2
2942,0,16200,49552,82523,4,0,0,131.7057154,1,8,28.17203289,1,1
2943,0,16200,68873,101797,23,0,0,220.9651523,0,23,36.25933733,2,4
2944,0,16200,87248,116407,20,0,0,270.0076812,1,16,24.54326882,1,3
2945,0,16200,49780,109050,2,0.25457,2,128.2885293,0,23,39.57681143,2,2
2946,0,16200,73760.82,95280,8.922268,0,0,194.4600162,1,10,33.12372818,1,3
2947,0,16200,70703,87682,10,0,0,87.21132856,3,10,31.37926884,1,3
2948,0,16200,62783,94394,1,0,0,167.429347,0,25,23.69115685,1,2
2949,1,16200,83448,135447,17,0,5,129.7801316,9,19,45.55441548,1,1
2950,0,16200,53600,73500,5,0.25457,0,104.7333333,1,8,33.77992,1,3
2951,0,16200,95465,114758,7,0,0,298.4644353,2,19,32.6225601,1,3
2952,1,16200,71530,88569,14,0,0,179.7663,0,1,35.88671015,1,1
2953,0,16200,96049,129091,5,0.25457,0,251.1608938,3,42,36.69216791,1,1
2954,0,16200,22956,44866,16,0,0,114.7590192,1,17,24.09088217,1,1
